School_ID,Phone_Number,Link
610015,(773) 534-7375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610015.pdf
610016,(773) 535-2590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610016.pdf
610017,(773) 534-1770,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610017.pdf
610018,(773) 535-1410,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610018.pdf
610019,(773) 535-3050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610019.pdf
610020,(773) 534-6230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610020.pdf
610021,(773) 534-4444,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610021.pdf
610022,(773) 534-2115,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610022.pdf
610023,(773) 534-7898,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610023.pdf
610024,(773) 534-1465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610024.pdf
610026,(773) 535-2425,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610026.pdf
610027,(773) 535-3151,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610027.pdf
610028,(773) 535-5489,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610028.pdf
610029,(773) 534-4750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610029.pdf
610030,(773) 535-0980,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610030.pdf
610031,(773) 534-4326,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610031.pdf
610032,(773) 535-2575,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610032.pdf
610033,(773) 534-8470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610033.pdf
610034,(773) 534-1635,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610034.pdf
610036,(773) 534-3060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610036.pdf
610037,(773) 535-9050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610037.pdf
610038,(773) 534-5720,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610038.pdf
610039,(773) 534-5262,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610039.pdf
610040,(773) 534-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610040.pdf
610041,(773) 534-3300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610041.pdf
610043,(773) 534-3130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610043.pdf
610044,(773) 534-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610044.pdf
610045,(773) 535-6320,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610045.pdf
610046,(773) 534-3120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610046.pdf
610047,(773) 535-0551,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610047.pdf
610048,(773) 534-8456,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610048.pdf
610051,(773) 534-3250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610051.pdf
610052,(773) 535-6640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610052.pdf
610053,(773) 535-9260,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610053.pdf
610054,(773) 535-6430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610054.pdf
610055,(773) 534-6670,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610055.pdf
610056,(773) 534-1530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610056.pdf
610057,(773) 535-9500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610057.pdf
610058,(773) 534-6140,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610058.pdf
610059,(773) 534-5535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610059.pdf
610060,(773) 534-7000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610060.pdf
610061,(773) 535-1260,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610061.pdf
610062,(773) 535-1732,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610062.pdf
610063,(773) 535-7252,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610063.pdf
610065,(773) 535-0570,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610065.pdf
610066,(773) 535-3669,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610066.pdf
610067,(773) 535-9340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610067.pdf
610068,(773) 534-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610068.pdf
610070,(773) 534-2625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610070.pdf
610072,(773) 535-3366,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610072.pdf
610073,(773) 534-7655,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610073.pdf
610074,(773) 534-4155,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610074.pdf
610075,(773) 534-7825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610075.pdf
610076,(773) 534-4340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610076.pdf
610077,(773) 535-9288,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610077.pdf
610078,(773) 534-5490,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610078.pdf
610081,(773) 534-9120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610081.pdf
610082,(773) 535-2786,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610082.pdf
610083,(773) 534-1228,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610083.pdf
610084,(773) 535-2636,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610084.pdf
610085,(773) 534-7845,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610085.pdf
610086,(773) 535-2825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610086.pdf
610087,(773) 535-2076,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610087.pdf
610088,(773) 534-4160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610088.pdf
610089,(773) 534-5223,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610089.pdf
610090,(773) 535-0585,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610090.pdf
610091,(773) 535-5385,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610091.pdf
610092,(773) 534-6125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610092.pdf
610093,(773) 535-3000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610093.pdf
610094,(773) 534-5810,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610094.pdf
610095,(773) 534-8000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610095.pdf
610096,(773) 535-9270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610096.pdf
610097,(773) 534-4375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610097.pdf
610098,(773) 534-4365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610098.pdf
610099,(773) 534-1198,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610099.pdf
610100,(773) 534-4940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610100.pdf
610101,(773) 534-8110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610101.pdf
610102,(773) 535-3060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610102.pdf
610103,(773) 535-0600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610103.pdf
610104,(773) 534-1180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610104.pdf
610105,(773) 534-1201,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610105.pdf
610106,(773) 534-4425,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610106.pdf
610107,(773) 534-7665,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610107.pdf
610108,(773) 535-9040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610108.pdf
610109,(773) 535-9330,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610109.pdf
610110,(773) 535-1204,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610110.pdf
610111,(773) 534-3704,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610111.pdf
610112,(773) 535-3375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610112.pdf
610114,(773) 535-1739,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610114.pdf
610115,(773) 535-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610115.pdf
610116,(773) 535-0940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610116.pdf
610117,(773) 535-2270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610117.pdf
610119,(773) 534-4170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610119.pdf
610120,(773) 535-2450,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610120.pdf
610121,(773) 534-7295,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610121.pdf
610122,(773) 534-2440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610122.pdf
610123,(773) 534-1665,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610123.pdf
610124,(773) 535-6225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610124.pdf
610125,(773) 535-4825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610125.pdf
610126,(773) 534-9272,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610126.pdf
610127,(773) 534-5070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610127.pdf
610128,(773) 535-2763,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610128.pdf
610129,(773) 535-7280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610129.pdf
610130,(773) 535-3435,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610130.pdf
610131,(773) 534-1789,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610131.pdf
610132,(773) 535-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610132.pdf
610133,(773) 534-6440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610133.pdf
610134,(773) 534-1795,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610134.pdf
610135,(773) 534-3576,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610135.pdf
610136,(773) 534-5505,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610136.pdf
610137,(773) 534-3460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610137.pdf
610138,(773) 534-4391,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610138.pdf
610139,(773) 535-5395,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610139.pdf
610141,(773) 534-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610141.pdf
610142,(773) 535-0970,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610142.pdf
610143,(773) 535-1060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610143.pdf
610144,(773) 534-5250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610144.pdf
610145,(773) 534-3465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610145.pdf
610146,(773) 535-0618,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610146.pdf
610147,(773) 534-2125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610147.pdf
610148,(773) 535-4600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610148.pdf
610150,(773) 535-0650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610150.pdf
610152,(773) 535-3085,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610152.pdf
610153,(773) 535-3843,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610153.pdf
610154,(773) 534-6700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610154.pdf
610155,(773) 534-3470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610155.pdf
610156,(773) 534-6365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610156.pdf
610157,(773) 535-0440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610157.pdf
610158,(773) 534-3351,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610158.pdf
610159,(773) 534-3475,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610159.pdf
610160,(773) 535-5547,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610160.pdf
610161,(773) 535-9175,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610161.pdf
610163,(773) 534-1215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610163.pdf
610165,(773) 534-3080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610165.pdf
610167,(773) 535-4890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610167.pdf
610169,(773) 535-0640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610169.pdf
610170,(773) 535-4050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610170.pdf
610171,(773) 535-6360,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610171.pdf
610172,(773) 535-1757,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610172.pdf
610173,(773) 535-0829,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610173.pdf
610174,(773) 535-7285,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610174.pdf
610175,(773) 535-1764,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610175.pdf
610176,(773) 535-2715,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610176.pdf
610177,(773) 534-7790,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610177.pdf
610178,(773) 535-6235,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610178.pdf
610179,(773) 534-3711,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610179.pdf
610180,(773) 534-7180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610180.pdf
610182,(773) 534-5226,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610182.pdf
610183,(773) 534-6150,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610183.pdf
610184,(773) 534-1700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610184.pdf
610185,(773) 535-2280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610185.pdf
610187,(773) 534-2640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610187.pdf
610188,(773) 535-5517,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610188.pdf
610189,(773) 534-2450,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610189.pdf
610191,(773) 534-2045,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610191.pdf
610192,(773) 534-4175,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610192.pdf
610193,(773) 535-6585,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610193.pdf
610194,(773) 534-6730,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610194.pdf
610195,(773) 535-2580,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610195.pdf
610196,(773) 534-2695,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610196.pdf
610197,(773) 534-7130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610197.pdf
610198,(773) 535-6240,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610198.pdf
610199,(773) 535-3975,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610199.pdf
610200,(773) 535-6250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610200.pdf
610201,(773) 534-3640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610201.pdf
610202,(773) 534-6746,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610202.pdf
610203,(773) 535-9280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610203.pdf
610205,(773) 534-2430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610205.pdf
610206,(773) 535-2290,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610206.pdf
610207,(773) 535-2690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610207.pdf
610208,(773) 535-5300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610208.pdf
610209,(773) 534-5080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610209.pdf
610210,(773) 534-4480,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610210.pdf
610212,(773) 534-5108,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610212.pdf
610213,(773) 535-0730,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610213.pdf
610215,(773) 535-4466,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610215.pdf
610216,(773) 534-7950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610216.pdf
610217,(773) 534-9050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610217.pdf
610218,(773) 535-6625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610218.pdf
610219,(773) 535-5010,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610219.pdf
610220,(773) 534-5090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610220.pdf
610221,(773) 534-6925,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610221.pdf
610223,(773) 535-3394,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610223.pdf
610224,(773) 535-5500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610224.pdf
610225,(773) 535-5560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610225.pdf
610226,(773) 535-0457,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610226.pdf
610227,(773) 534-1560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610227.pdf
610228,(773) 535-4590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610228.pdf
610229,(773) 534-4415,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610229.pdf
610230,(773) 534-1188,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610230.pdf
610231,(773) 534-9970,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610231.pdf
610232,(773) 534-9245,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610232.pdf
610233,(773) 535-3190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610233.pdf
610234,(773) 534-4550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610234.pdf
610235,(773) 534-6200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610235.pdf
610237,(773) 535-1480,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610237.pdf
610238,(773) 535-3480,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610238.pdf
610239,(773) 535-9091,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610239.pdf
610240,(773) 534-1804,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610240.pdf
610241,(773) 534-6210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610241.pdf
610242,(773) 534-5766,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610242.pdf
610243,(773) 534-6940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610243.pdf
610244,(773) 534-6250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610244.pdf
610245,(773) 534-6176,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610245.pdf
610246,(773) 535-1230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610246.pdf
610248,(773) 534-0146,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610248.pdf
610249,(773) 535-7850,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610249.pdf
610250,(773) 534-8310,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610250.pdf
610251,(773) 534-6780,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610251.pdf
610252,(773) 534-7160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610252.pdf
610253,(773) 534-1812,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610253.pdf
610254,(773) 534-1690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610254.pdf
610256,(773) 535-1777,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610256.pdf
610257,(773) 534-6791,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610257.pdf
610258,(773) 535-1300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610258.pdf
610263,(773) 535-0690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610263.pdf
610264,(773) 535-3075,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610264.pdf
610265,(773) 535-3020,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610265.pdf
610266,(773) 535-0750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610266.pdf
610268,(773) 535-3550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610268.pdf
610269,(773) 534-2680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610269.pdf
610271,(773) 534-6840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610271.pdf
610273,(773) 534-1821,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610273.pdf
610274,(773) 534-1829,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610274.pdf
610276,(773) 535-1804,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610276.pdf
610277,(773) 535-1430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610277.pdf
610279,(773) 535-3870,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610279.pdf
610280,(773) 535-6422,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610280.pdf
610281,(773) 535-6650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610281.pdf
610282,(773) 534-8980,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610282.pdf
610283,(773) 535-3587,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610283.pdf
610284,(773) 534-2760,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610284.pdf
610285,(773) 535-9250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610285.pdf
610287,(773) 535-7860,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610287.pdf
610290,(773) 535-3892,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610290.pdf
610291,(773) 535-2255,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610291.pdf
610293,(773) 534-6850,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610293.pdf
610295,(773) 535-5625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610295.pdf
610297,(773) 535-6190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610297.pdf
610298,(773) 535-0040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610298.pdf
610299,(773) 535-3875,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610299.pdf
610300,(773) 535-3090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610300.pdf
610304,(773) 534-7275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610304.pdf
610305,(773) 534-6340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610305.pdf
610308,(773) 534-7460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610308.pdf
610312,(773) 535-6404,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610312.pdf
610313,(773) 534-4451,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610313.pdf
610315,(773) 535-5672,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610315.pdf
610316,(773) 535-6416,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610316.pdf
